key,en,ja,ko,zh_Hans,ru,pt_BR,de,es,es_MX,fr,pl,tr
TUT_HINT,Click or Space to continue,クリックまたはスペースで次へ,클릭 또는 스페이스바로 계속,点击或空格键继续,Клик или Пробел для продолжения,Clique ou Espaço para continuar,Klick oder Leertaste zum Fortfahren,Clic o Espacio para continuar,Clic o Espacio para continuar,Cliquez ou Espace pour continuer,"Kliknij lub Spacja, aby kontynuować",Devam etmek için tıkla veya Boşluk
STATS_BEST_BLOCKS,🏆 Most Blocks (1 run),🏆 最多ブロック (1回),🏆 최다 블록 (1회),🏆 最多方块 (单次),🏆 Больше блоков (1 вылет),🏆 Mais Blocos (1 missão),🏆 Meiste Blöcke (1 Einsatz),🏆 Más Bloques (1 salida),🏆 Más Bloques (1 salida),🏆 Plus de Blocs (1 sortie),🏆 Najwięcej Bloków (1 wyprawa),🏆 En Çok Blok (1 çıkış)
LOADING_DONE,Done!,完了！,완료!,完成！,Готово!,Concluído!,Fertig!,¡Listo!,¡Listo!,Terminé !,Gotowe!,Tamamlandı!
LOADING_CORES,Placing cores...,コアを配置中...,코어 배치 중...,放置核心中...,Размещение ядер...,Posicionando núcleos...,Kerne werden platziert...,Colocando núcleos...,Colocando núcleos...,Placement des noyaux...,Rozmieszczanie rdzeni...,Çekirdekler yerleştiriliyor...
STATS_WEAPONS,Weapons: ,武器: ,무기: ,武器: ,Оружие: ,Armas: ,Waffen: ,Armas: ,Armas: ,Armes : ,Bronie: ,Silahlar: 
<!MissingKey:237:Start here>,Start here,ここからスタート,여기서부터 시작,从这里开始,Начать здесь,Comece aqui,Hier starten,Empieza aquí,Empieza aquí,Commencer ici,Zacznij tutaj,Buradan başla
<!MissingKey:238:Move speed +60>,Move speed +60,移動速度 +60,이동속도 +60,移动速度 +60,Скорость +60,Velocidade +60,Geschwindigkeit +60,Velocidad +60,Velocidad +60,Vitesse +60,Prędkość +60,Hız +60
<!MissingKey:239:Resource gain +2>,Resource gain +2,資源獲得 +2,자원 획득 +2,资源获取 +2,Ресурсы +2,Recursos +2,Ressourcen +2,Recurso +2,Recurso +2,Ressource +2,Zasoby +2,Kaynak +2
<!MissingKey:240:❄️ Winter>,❄️ Winter,❄️ 冬,❄️ 겨울,❄️ 冬,❄️ Зима,❄️ Inverno,❄️ Winter,❄️ Invierno,❄️ Invierno,❄️ Hiver,❄️ Zima,❄️ Kış
CORE_COST_FMT,🔴×%d,🔴×%d,🔴×%d,🔴×%d,🔴×%d,🔴×%d,🔴×%d,🔴×%d,🔴×%d,🔴×%d,🔴×%d,🔴×%d
<!MissingKey:242:🤖 Drone Deploy>,🤖 Drone Deploy,🤖 ドローン追加配置,🤖 드론 추가 배치,🤖 额外部署无人机,🤖 Запуск дрона,🤖 Implantar Drone,🤖 Drohne einsetzen,🤖 Despliegue de Dron,🤖 Despliegue de Dron,🤖 Déploiement de Drone,🤖 Rozmieszczenie Drona,🤖 Drone Yerleştirme
<!MissingKey:243:Drone fire rate +0.2s>,Drone fire rate +0.2s,ドローン攻撃速度 ↑0.2秒,드론 공격속도 ↑0.2초,无人机攻击速度 ↑0.2秒,Скорострельность дрона +0.2с,Cadência do drone +0.2s,"Drohnen-Feuerrate +0,2s",Cadencia de dron +0.2s,Cadencia de dron +0.2s,Cadence drone +0.2s,Szybkostrzelność drona +0.2s,Drone atış hızı +0.2s
<!MissingKey:244:🔥 Charged Shot>,🔥 Charged Shot,🔥 チャージショット,🔥 차지 샷,🔥 蓄力射击,🔥 Заряженный выстрел,🔥 Tiro Carregado,🔥 Aufgeladener Schuss,🔥 Disparo Cargado,🔥 Disparo Cargado,🔥 Tir Chargé,🔥 Naładowany Strzał,🔥 Şarjlı Atış
<!MissingKey:245:⚡ Chain Lightning>,⚡ Chain Lightning,⚡ チェインライトニング,⚡ 체인 라이트닝,⚡ 链式闪电,⚡ Цепная молния,⚡ Relâmpago em Cadeia,⚡ Kettenblitz,⚡ Rayo en Cadena,⚡ Rayo en Cadena,⚡ Éclair en Chaîne,⚡ Łańcuch Błyskawic,⚡ Zincir Yıldırım
TUT_HINT_LAST,Click or Space to start!,クリックまたはスペースでスタート！,클릭 또는 스페이스바로 시작!,点击或空格键开始！,Клик или Пробел для старта!,Clique ou Espaço para começar!,Klick oder Leertaste zum Starten!,¡Clic o Espacio para empezar!,¡Clic o Espacio para empezar!,Cliquez ou Espace pour commencer !,"Kliknij lub Spacja, aby zacząć!",Başlamak için tıkla veya Boşluk!
WPN_OVERDRIVE,💢 Overdrive,💢 オーバードライブ,💢 오버드라이브,💢 超载,💢 Овердрайв,💢 Sobrecarga,💢 Überladung,💢 Sobremarcha,💢 Sobremarcha,💢 Surcharge,💢 Doładowanie,💢 Aşırı Güç
<!MissingKey:248:Resource gain +5>,Resource gain +5,資源獲得 +5,자원 획득 +5,资源获取 +5,Ресурсы +5,Recursos +5,Ressourcen +5,Recurso +5,Recurso +5,Ressource +5,Zasoby +5,Kaynak +5
<!MissingKey:249:Resource gain +8>,Resource gain +8,資源獲得 +8,자원 획득 +8,资源获取 +8,Ресурсы +8,Recursos +8,Ressourcen +8,Recurso +8,Recurso +8,Ressource +8,Zasoby +8,Kaynak +8
MENU_QUIT,Quit,終了,종료,退出,Выход,Sair,Beenden,Salir,Salir del Juego,Quitter,Wyjdź,Çıkış
MEGA_ACTIVE_FMT,⚡ Mega Laser! %.1fs,⚡ メガレーザー！%.1f秒,⚡ 메가 레이저! %.1f초,⚡ 超级激光！%.1f秒,⚡ Мегалазер! %.1fс,⚡ Mega Laser! %.1fs,⚡ Megalaser! %.1fs,⚡ ¡Mega Láser! %.1fs,⚡ ¡Mega Láser! %.1fs,⚡ Méga Laser ! %.1fs,⚡ Mega Laser! %.1fs,⚡ Mega Lazer! %.1fs
<!MissingKey:252:Drone +1>,Drone +1,ドローン +1機,드론 +1기,无人机 +1架,Дрон +1,Drone +1,Drohne +1,Dron +1,Dron +1,Drone +1,Dron +1,Drone +1
<!MissingKey:253:Range +30px>,Range +30px,射程 +30px,사거리 +30px,射程 +30px,Дальность +30px,Alcance +30px,Reichweite +30px,Alcance +30px,Alcance +30px,Portée +30px,Zasięg +30px,Menzil +30px
STAT_BARRIER,Barrier,バリア,배리어,屏障,Барьер,Barreira,Barriere,Barrera,Barrera,Barrière,Bariera,Bariyer
<!MissingKey:255:View obstruction. You cant take it anymore.>,"View obstruction. You cant take it anymore.
You board your mining ship to destroy the planet.","眺望権侵害。もう我慢できない。
あなたは採掘船に乗り込み、惑星を壊すことにした。","조망권 침해. 더 이상 참을 수 없다.
당신은 채굴선에 올라타 행성을 부수기로 했다.","景观权被侵犯。再也忍不了了。
你登上采矿船，决定摧毁那颗行星。","Нарушение обзора. Больше невыносимо.
Вы садитесь в корабль и решаете уничтожить планету.","Obstrução da vista. Você não aguenta mais.
Você embarca na nave para destruir o planeta.","Sichtbehinderung. Du hältst es nicht mehr aus.
Du besteigst dein Schiff, um den Planeten zu zerstören.","Obstrucción visual. No puedes más.
Subes a tu nave minera para destruir el planeta.","Obstrucción visual. No puedes más.
Subes a tu nave minera para destruir el planeta.","Obstruction visuelle. Vous n'en pouvez plus.
Vous montez dans votre vaisseau minier pour détruire la planète.","Zasłonięty widok. Nie wytrzymujesz.
Wsiadasz do statku wydobywczego, by zniszczyć planetę.","Görüş engeli. Artık dayanamıyorsunuz.
Gezegeni yok etmek için madencilik geminize biniyorsunuz."
<!MissingKey:256:Show minimap while mining>,"Show minimap while mining
Locate cores & special blocks","採掘中ミニマップ表示
コア/特殊ブロック位置確認","채굴 중 미니맵 표시
코어/특수블록 위치 확인","采矿时显示小地图
确认核心/特殊方块位置","Миникарта при добыче
Позиции ядер и спецблоков","Minimapa durante mineração
Localizar núcleos e blocos especiais","Minikarte beim Abbau
Kerne & Spezialblöcke finden","Muestra el minimapa al minar
Localiza núcleos y bloques especiales","Muestra el minimapa al minar
Localiza núcleos y bloques especiales","Affiche la minicarte pendant le minage
Localise les noyaux et blocs spéciaux","Pokaż minimapę podczas wydobycia
Zlokalizuj rdzenie i specjalne bloki","Madencilik sırasında mini haritayı göster
Çekirdekleri ve özel blokları bul"
WPN_SHOCKWAVE,🌀 Shockwave,🌀 衝撃波,🌀 충격파,🌀 冲击波,🌀 Волна,🌀 Onda,🌀 Welle,🌀 Onda de Choque,🌀 Onda de Choque,🌀 Onde de Choc,🌀 Fala Uderzeniowa,🌀 Şok Dalgası
<!MissingKey:258:Resource Efficiency I>,Resource Efficiency I,資源効率 I,자원 효율 I,资源效率 I,Эффективность ресурсов I,Eficiência de Recursos I,Ressourceneffizienz I,Eficiencia de Recursos I,Eficiencia de Recursos I,Efficacité des Ressources I,Efektywność Zasobów I,Kaynak Verimliliği I
<!MissingKey:259:🔥Charged>,🔥Charged,🔥チャージ,🔥차지샷,🔥蓄力,🔥Заряд,🔥Carregado,🔥Aufgeladen,🔥Cargado,🔥Cargado,🔥Chargé,🔥Naładowany,🔥Şarjlı
<!MissingKey:260:Range Expand II>,Range Expand II,射程拡張 II,사거리 확장 II,射程扩展 II,Расширение дальности II,Expansão de Alcance II,Reichweite II,Expansión de Alcance II,Expansión de Rango II,Extension de Portée II,Rozszerzenie Zasięgu II,Menzil Genişletme II
<!MissingKey:261:🔥 Combo Counter>,🔥 Combo Counter,🔥 コンボカウンター,🔥 콤보 카운터,🔥 连击计数器,🔥 Счётчик комбо,🔥 Contador de Combo,🔥 Kombozähler,🔥 Contador de Combo,🔥 Contador de Combo,🔥 Compteur de Combo,🔥 Licznik Combo,🔥 Kombo Sayacı
<!MissingKey:262:Fire interval -0.12s>,Fire interval -0.12s,発射間隔 -0.12秒,발사간격 -0.12초,发射间隔 -0.12秒,Интервал -0.12с,Intervalo -0.12s,"Intervall -0,12s",Intervalo de disparo -0.12s,Intervalo de disparo -0.12s,Intervalle de tir -0.12s,Interwał strzału -0.12s,Atış aralığı -0.12s
<!MissingKey:263:❄️ Scales with Winter destruction>,"❄️ Scales with Winter destruction
Max damage x3
⚠ Condition: 8 cores destroyed","❄️ 冬の破壊率に比例増加
最大ダメージ ×3
⚠ 条件: コア8個破壊","❄️ 겨울 파괴율에 비례 증가
최대 데미지 ×3
⚠ 조건: 코어 8개 파괴","❄️ 随冬季破坏率按比例增加
最大伤害 ×3
⚠ 条件: 摧毁8个核心","❄️ Растёт с разрушением Зимы
Макс. урон ×3
⚠ Условие: 8 ядер уничтожено","❄️ Escala com destruição do Inverno
Dano máx. ×3
⚠ Condição: 8 núcleos destruídos","❄️ Skaliert mit Winter-Zerstörung
Max. Schaden ×3
⚠ Bedingung: 8 Kerne zerstört","❄️ Escala con destrucción de Invierno
Daño máximo x3
⚠ Condición: 8 núcleos destruidos","❄️ Escala con destrucción de Invierno
Daño máximo x3
⚠ Condición: 8 núcleos destruidos","❄️ Évolue avec la destruction de l'Hiver
Dégâts max x3
⚠ Condition : 8 noyaux détruits","❄️ Skaluje się z destrukcją Zimy
Maks. obrażenia x3
⚠ Warunek: 8 rdzeni zniszczonych","❄️ Kış yıkımıyla ölçeklenir
Maks hasar x3
⚠ Koşul: 8 çekirdek yıkılmış"
WPN_LASER,Laser,レーザー,레이저,激光,Лазер,Laser,Laser,Láser,Láser,Laser,Laser,Lazer
CORE_DESC_EMERGENCY,"Unlimited fuel
No fuel consumption during sortie","燃料無限
出撃中燃料が消費されない","연료 무한
출항 중 연료가 소모되지 않음","燃料无限
出击期间不消耗燃料","Безлимитное топливо
Нет расхода при вылете","Combustível ilimitado
Sem consumo durante missão","Unbegrenzter Treibstoff
Kein Verbrauch im Einsatz","Combustible ilimitado
Sin consumo durante la salida","Combustible ilimitado
Sin consumo durante la salida","Carburant illimité
Aucune consommation en sortie","Nieograniczone paliwo
Bez zużycia podczas wyprawy","Sınırsız yakıt
Çıkış sırasında yakıt tüketimi yok"
<!MissingKey:266:Fire Rate I>,Fire Rate I,連射速度 I,연사속도 I,射速 I,Скорострельность I,Cadência I,Feuerrate I,Cadencia de Fuego I,Velocidad de Disparo I,Cadence de Tir I,Szybkostrzelność I,Atış Hızı I
TUT_NODE_TITLE,⭐ Upgrade Nodes,⭐ アップグレードノード,⭐ 업그레이드 노드,⭐ 升级节点,⭐ Узлы улучшений,⭐ Nós de Melhoria,⭐ Upgrade-Knoten,⭐ Nodos de Mejora,⭐ Nodos de Mejora,⭐ Nœuds d'Amélioration,⭐ Węzły Ulepszeń,⭐ Geliştirme Düğümleri
<!MissingKey:268:🚀 Launch>,🚀 Launch,🚀 出撃,🚀 출항,🚀 出击,🚀 Запуск,🚀 Lançar,🚀 Starten,🚀 Lanzar,🚀 Lanzar,🚀 Lancer,🚀 Start,🚀 Fırlat
<!MissingKey:269:🔥Combo>,🔥Combo,🔥コンボ,🔥콤보,🔥连击,🔥Комбо,🔥Combo,🔥Kombo,🔥Combo,🔥Combo,🔥Combo,🔥Combo,🔥Kombo
<!MissingKey:270:☀️ Summer>,☀️ Summer,☀️ 夏,☀️ 여름,☀️ 夏,☀️ Лето,☀️ Verão,☀️ Sommer,☀️ Verano,☀️ Verano,☀️ Été,☀️ Lato,☀️ Yaz
TUT_DANGER_TITLE,⚠️ Danger,⚠️ 危険,⚠️ 위험 요소,⚠️ 危险,⚠️ Опасность,⚠️ Perigo,⚠️ Gefahr,⚠️ Peligro,⚠️ Peligro,⚠️ Danger,⚠️ Niebezpieczeństwo,⚠️ Tehlike
<!MissingKey:272:💰 Gold Block Unlock>,💰 Gold Block Unlock,💰 ゴールドブロック解放,💰 금블록 해금,💰 金方块解锁,💰 Золотой блок,💰 Bloco Dourado,💰 Goldblock,💰 Desbloqueo de Bloque Dorado,💰 Desbloqueo de Bloque Dorado,💰 Déblocage Bloc Doré,💰 Odblokowanie Złotego Bloku,💰 Altın Blok Kilidi Açma
<!MissingKey:273:☀️ Scales with Summer destruction>,"☀️ Scales with Summer destruction
Max damage x2.5
⚠ Condition: 2 cores destroyed","☀️ 夏の破壊率に比例増加
最大ダメージ ×2.5
⚠ 条件: コア2個破壊","☀️ 여름 파괴율에 비례 증가
최대 데미지 ×2.5
⚠ 조건: 코어 2개 파괴","☀️ 随夏季破坏率按比例增加
最大伤害 ×2.5
⚠ 条件: 摧毁2个核心","☀️ Растёт с разрушением Лета
Макс. урон ×2.5
⚠ Условие: 2 ядра уничтожено","☀️ Escala com destruição do Verão
Dano máx. ×2.5
⚠ Condição: 2 núcleos destruídos","☀️ Skaliert mit Sommer-Zerstörung
Max. Schaden ×2.5
⚠ Bedingung: 2 Kerne zerstört","☀️ Escala con destrucción de Verano
Daño máximo x2.5
⚠ Condición: 2 núcleos destruidos","☀️ Escala con destrucción de Verano
Daño máximo x2.5
⚠ Condición: 2 núcleos destruidos","☀️ Évolue avec la destruction de l'Été
Dégâts max x2.5
⚠ Condition : 2 noyaux détruits","☀️ Skaluje się z destrukcją Lata
Maks. obrażenia x2.5
⚠ Warunek: 2 rdzenie zniszczone","☀️ Yaz yıkımıyla ölçeklenir
Maks hasar x2.5
⚠ Koşul: 2 çekirdek yıkılmış"
<!MissingKey:274:💰 Gold Value I>,💰 Gold Value I,💰 金鉱価値 I,💰 금광 가치 I,💰 金矿价值 I,💰 Ценность золота I,💰 Valor do Ouro I,💰 Goldwert I,💰 Valor del Oro I,💰 Valor del Oro I,💰 Valeur de l'Or I,💰 Wartość Złota I,💰 Altın Değeri I
LOADING_PLANET,Generating planet...,惑星を生成中...,행성 생성 중...,生成行星中...,Генерация планеты...,Gerando planeta...,Planet wird generiert...,Generando planeta...,Generando planeta...,Génération de la planète...,Generowanie planety...,Gezegen oluşturuluyor...
<!MissingKey:276:Fire Rate III>,Fire Rate III,連射速度 III,연사속도 III,射速 III,Скорострельность III,Cadência III,Feuerrate III,Cadencia de Fuego III,Velocidad de Disparo III,Cadence de Tir III,Szybkostrzelność III,Atış Hızı III
WPN_OVERDRIVE,💢 Overdrive,💢 オーバードライブ,💢 오버드라이브,💢 超载,💢 Овердрайв,💢 Sobrecarga,💢 Überladung,💢 Sobremarcha,💢 Sobremarcha,💢 Surcharge,💢 Doładowanie,💢 Aşırı Güç
MENU_SETTINGS,Settings,設定,설정,设置,Настройки,Configurações,Einstellungen,Ajustes,Ajustes,Paramètres,Ustawienia,Ayarlar
WPN_SHOCKWAVE,🌀 Shockwave,🌀 衝撃波,🌀 충격파,🌀 冲击波,🌀 Волна,🌀 Onda,🌀 Welle,🌀 Onda de Choque,🌀 Onda de Choque,🌀 Onde de Choc,🌀 Fala Uderzeniowa,🌀 Şok Dalgası
<!MissingKey:280:🤖 Drone Critical>,🤖 Drone Critical,🤖 ドローンクリティカル,🤖 드론 크리티컬,🤖 无人机暴击,🤖 Крит дрона,🤖 Crítico do Drone,🤖 Drohnen-Kritisch,🤖 Crítico de Dron,🤖 Crítico de Dron,🤖 Critique Drone,🤖 Krytyk Drona,🤖 Drone Kritik
MEGA_LASER_LABEL,⚡ Mega Laser,⚡ メガレーザー,⚡ 메가 레이저,⚡ 巨型激光,⚡ Мегалазер,⚡ Mega Laser,⚡ Megalaser,⚡ Mega Láser,⚡ Mega Láser,⚡ Méga Laser,⚡ Mega Laser,⚡ Mega Lazer
ENDING_THANKS,Thank you for playing,プレイしていただきありがとうございます,플레이 해주셔서 감사합니다,感谢您的游玩,Спасибо за игру,Obrigado por jogar,Danke fürs Spielen,Gracias por jugar,Gracias por jugar,Merci d'avoir joué,Dziękujemy za grę,Oynadığınız için teşekkürler
<!MissingKey:283:🤖 Drone Prototype>,🤖 Drone Prototype,🤖 ドローン プロトタイプ,🤖 드론 프로토타입,🤖 无人机原型,🤖 Прототип дрона,🤖 Protótipo de Drone,🤖 Drohnen-Prototyp,🤖 Prototipo de Dron,🤖 Prototipo de Dron,🤖 Prototype de Drone,🤖 Prototyp Drona,🤖 Drone Prototipi
<!MissingKey:284:📦 Cargo Expand II>,📦 Cargo Expand II,📦 貨物拡張 II,📦 화물칸 확장 II,📦 货舱扩展 II,📦 Расширение трюма II,📦 Expansão de Carga II,📦 Frachterweiterung II,📦 Expansión de Carga II,📦 Expansión de Carga II,📦 Extension de Cargaison II,📦 Rozszerzenie Ładowni II,📦 Kargo Genişletme II
<!MissingKey:285:Keep 30% resources on fuel empty>,Keep 30% resources on fuel empty,燃料切れ時 資源30%保存,연료 고갈 시 자원 30% 보존,燃料耗尽时保留30%资源,Сохранить 30% при пустом баке,Preserva 30% dos recursos sem combustível,30% Ressourcen behalten bei leerem Tank,Conserva el 30% de recursos sin combustible,Conserva el 30% de recursos al quedarse sin combustible,Conserve 30% des ressources sans carburant,Zachowuje 30% zasobów bez paliwa,Yakıt bitince kaynakların %30'unu koru
TUT_DANGER_DESC,"Crashing into blocks or running out of fuel costs resources.
Cargo full? Mining continues, but you earn no more gold.
Return to the spawn circle and stay 3 seconds to go home!","ブロックに衝突や燃料切れで資源を失います。
貨物室が満杯？採掘は続きますが報酬はなし。
出発地点の円内に3秒いると帰還します！","블록에 충돌하거나 연료가 다 떨어지면 자원을 잃습니다.
화물칸이 꽉 찼나요? 채굴은 계속되지만 돈은 더 벌지 못합니다.
출발 지점의 원 안에서 3초 머물면 귀환합니다!","撞上方块或燃料耗尽会损失资源。
货舱满了？可以继续采矿但不再赚钱。
在出发点圆内停留3秒即可返航！","Столкновение и нехватка топлива стоят ресурсов.
Трюм полон? Добыча продолжается, но без прибыли.
Вернитесь в круг старта на 3 секунды!","Colidir ou ficar sem combustível custa recursos.
Carga cheia? Mineração continua, mas sem lucro.
Retorne ao círculo de início e fique 3s!","Zusammenstoß und Treibstoffmangel kosten Ressourcen.
Fracht voll? Abbau geht weiter, aber kein Gold.
Zum Startkreis zurück und 3s warten!","Chocar o quedarte sin combustible cuesta recursos.
¿Carga llena? Sigues minando, pero no ganas más oro.
¡Vuelve al círculo y espera 3 segundos!","Chocar o quedarte sin combustible te cuesta recursos.
¿Carga llena? Sigues minando, pero no ganas más oro.
¡Regresa al círculo y espera 3 segundos!","S'écraser ou manquer de carburant coûte des ressources.
Cargaison pleine ? Le minage continue, mais plus d'or.
Revenez au cercle et attendez 3 secondes !","Zderzenie lub brak paliwa kosztuje zasoby.
Pełna ładownia? Wydobycie trwa, ale nie zyskujesz złota.
Wróć do kręgu i poczekaj 3 sekundy!","Çarpma veya yakıt bitmesi kaynak kaybettirir.
Kargo dolu mu? Madencilik devam eder ama altın kazanmazsınız.
Daireye dönüp 3 saniye bekleyin!"
STATS_EMPTY,"No sortie records yet.
Launch a sortie to start tracking.","出撃記録がまだありません。
出撃すると統計が記録されます。","아직 출항 기록이 없습니다.
출항을 진행하면 여기에 통계가 쌓입니다.","暂无出击记录。
进行出击后将在此记录统计。","Нет записей.
Начните вылет для отслеживания.","Sem registros.
Inicie uma missão para rastrear.","Keine Aufzeichnungen.
Starte einen Einsatz.","Aún no hay registros.
Lanza una salida para empezar.","Aún no hay registros.
Lanza una salida para comenzar.","Pas encore de données.
Lancez une sortie pour commencer.","Brak danych.
Wyślij wyprawę, aby zacząć.","Henüz kayıt yok.
Takip başlatmak için bir çıkış yap."
MENU_START,Start,スタート,시작하기,开始,Старт,Iniciar,Start,Iniciar,Comenzar,Démarrer,Start,Başla
<!MissingKey:289:📦 Cargo Expand III>,📦 Cargo Expand III,📦 貨物拡張 III,📦 화물칸 확장 III,📦 货舱扩展 III,📦 Расширение трюма III,📦 Expansão de Carga III,📦 Frachterweiterung III,📦 Expansión de Carga III,📦 Expansión de Carga III,📦 Extension de Cargaison III,📦 Rozszerzenie Ładowni III,📦 Kargo Genişletme III
STATS_BACK,← Back,← 戻る,← 돌아가기,← 返回,← Назад,← Voltar,← Zurück,← Atrás,← Atrás,← Retour,← Wstecz,← Geri
STATS_TOTAL_PLAYTIME,Total Play Time,総プレイ時間,총 플레이 시간,总游戏时间,Общее время игры,Tempo Total de Jogo,Gesamtspielzeit,Tiempo Total de Juego,Tiempo Total de Juego,Temps de Jeu Total,Łączny Czas Gry,Toplam Oyun Süresi
WPN_CORE_BREAKER,💥 Core Breaker,💥 コアブレイカー,💥 코어분쇄,💥 核心粉碎,💥 Дробитель ядер,💥 Quebrador de Núcleo,💥 Kernbrecher,💥 Rompe Núcleos,💥 Rompe Núcleos,💥 Briseur de Noyau,💥 Łamacz Rdzeni,💥 Çekirdek Kırıcı
CORE_COND_PLANET_YES,✔ Planet 100% destroyed,✔ 惑星破壊率100%,✔ 행성 파괴률 100%,✔ 行星破坏率100%,✔ Планета уничтожена 100%,✔ Planeta 100% destruído,✔ Planet 100% zerstört,✔ Planeta 100% destruido,✔ Planeta 100% destruido,✔ Planète détruite à 100%,✔ Planeta zniszczona w 100%,✔ Gezegen %100 yıkıldı
TIME_MIN_FMT,%.1f min,%.1f分,%.1f분,%.1f分,%.1f мин,%.1f min,%.1f Min,%.1f min,%.1f min,%.1f min,%.1f min,%.1f dk
SETTINGS_CLOSE,Close (ESC),閉じる (ESC),닫기 (ESC),关闭 (ESC),Закрыть (ESC),Fechar (ESC),Schließen (ESC),Cerrar (ESC),Cerrar (ESC),Fermer (ESC),Zamknij (ESC),Kapat (ESC)
WPN_COMBO,🔥 Combo,🔥 コンボ,🔥 콤보,🔥 连击,🔥 Комбо,🔥 Combo,🔥 Kombo,🔥 Combo,🔥 Combo,🔥 Combo,🔥 Combo,🔥 Kombo
<!MissingKey:297:Range +45px>,Range +45px,射程 +45px,사거리 +45px,射程 +45px,Дальность +45px,Alcance +45px,Reichweite +45px,Alcance +45px,Alcance +45px,Portée +45px,Zasięg +45px,Menzil +45px
<!MissingKey:298:Upgrades>,Upgrades,アップグレード,업그레이드,升级,Улучшения,Melhorias,Upgrades,Mejoras,Mejoras,Améliorations,Ulepszenia,Geliştirmeler
WPN_LASER,Laser,レーザー,레이저,激光,Лазер,Laser,Laser,Láser,Láser,Laser,Laser,Lazer
SETTINGS_MUTE,🔇 Mute,🔇 ミュート,🔇 음소거,🔇 静音,🔇 Без звука,🔇 Mudo,🔇 Stumm,🔇 Silencio,🔇 Silencio,🔇 Muet,🔇 Wyciszenie,🔇 Sessiz
MINIMAP_CORE_DEAD,Destroyed Core,破壊済みコア,파괴된 코어,已破坏核心,Уничтоженное ядро,Núcleo Destruído,Zerstörter Kern,Núcleo Destruido,Núcleo Destruido,Noyau Détruit,Rdzeń Zniszczony,Yıkılmış Çekirdek
<!MissingKey:302:🟣 Center Unlock>,🟣 Center Unlock,🟣 中心解放,🟣 중심 해금,🟣 中心解锁,🟣 Разблокировка центра,🟣 Desbloqueio Central,🟣 Zentrumfreischaltung,🟣 Desbloqueo Central,🟣 Desbloqueo Central,🟣 Déverrouillage Central,🟣 Odblokowanie Centrum,🟣 Merkez Kilidi Açma
<!MissingKey:303:♻️ Infinite Fuel>,♻️ Infinite Fuel,♻️ 燃料無限,♻️ 연료 무한,♻️ 燃料无限,♻️ Бесконечное топливо,♻️ Combustível Infinito,♻️ Unendlich Treibstoff,♻️ Combustible Infinito,♻️ Combustible Infinito,♻️ Carburant Infini,♻️ Nieskończone Paliwo,♻️ Sınırsız Yakıt
MINING_PROGRESS,Mining: %.1f%%,採掘: %.1f%%,채굴 진행률: %.1f%%,采矿: %.1f%%,Добыча: %.1f%%,Mineração: %.1f%%,Abbau: %.1f%%,Minería: %.1f%%,Minería: %.1f%%,Minage : %.1f%%,Wydobycie: %.1f%%,Madencilik: %.1f%%
<!MissingKey:305:🌸 Scales with Spring destruction>,"🌸 Scales with Spring destruction
Max resource x2","🌸 春の破壊率に比例増加
最大資源 ×2","🌸 봄 파괴율에 비례 증가
최대 자원 ×2","🌸 随春季破坏率按比例增加
最大资源 ×2","🌸 Растёт с разрушением Весны
Макс. ресурсы ×2","🌸 Escala com destruição da Primavera
Recurso máx. ×2","🌸 Skaliert mit Frühlings-Zerstörung
Max. Ressourcen ×2","🌸 Escala con destrucción de Primavera
Recurso máximo x2","🌸 Escala con destrucción de Primavera
Recurso máximo x2","🌸 Évolue avec la destruction du Printemps
Ressource max x2","🌸 Skaluje się z destrukcją Wiosny
Maks. zasoby x2","🌸 Bahar yıkımıyla ölçeklenir
Maks kaynak x2"
DEMO_END_WISHLIST,Add to your Wishlist for launch day!,ウィッシュリストに追加してください！,위시리스트에 추가해 주세요!,请加入愿望单！,Добавьте в список желаний!,Adicione à lista de desejos!,Zur Wunschliste hinzufügen!,¡Añádelo a tu Lista de Deseos!,¡Agrégalo a tu Lista de Deseos!,Ajoutez à votre Liste de Souhaits !,Dodaj do Listy Życzeń!,İstek Listenize Ekleyin!
<!MissingKey:307:⊞ Multi Laser II>,⊞ Multi Laser II,⊞ マルチレーザー II,⊞ 멀티 레이저 II,⊞ 多重激光 II,⊞ Мультилазер II,⊞ Multi Laser II,⊞ Multilaser II,⊞ Multi Láser II,⊞ Multi Láser II,⊞ Multi Laser II,⊞ Multi Laser II,⊞ Çoklu Lazer II
STAT_CHAIN,Chain,チェーン,체인,连锁,Цепь,Cadeia,Kette,Cadena,Cadena,Chaîne,Łańcuch,Zincir
LOADING_BLOCKS,Generating blocks...,ブロックを生成中...,행성 블록 생성 중...,生成方块中...,Генерация блоков...,Gerando blocos...,Blöcke werden generiert...,Generando bloques...,Generando bloques...,Génération des blocs...,Generowanie bloków...,Bloklar oluşturuluyor...
STATS_BEST_COMBO,🏆 Best Combo,🏆 最大コンボ,🏆 최대 콤보,🏆 最大连击,🏆 Лучшее комбо,🏆 Melhor Combo,🏆 Bestes Kombo,🏆 Mejor Combo,🏆 Mejor Combo,🏆 Meilleur Combo,🏆 Najlepsze Combo,🏆 En İyi Kombo
